Accident ID;Date;Time;City;Country;Latitude;Longitude;Weather Condition;Road Condition;Vehicles Involved;Casualties;Cause
f1c8a612;12/03/2023;21:48;Beijing; China;-24.622.972;-101.107.835;Snow;Gravel;3;3;Speeding
6ff0bdde;27/01/2023;14:06;Tokyo; Japan;-56.593.975;-38.574.644;Hail;Dry;3;4;Reckless Driving
9cff1523;9/02/2023;20:34;New York; USA;-13.474.085;84.800.713;Clear;Snowy;1;1;Reckless Driving
3a252022;24/07/2023;13:16;Paris; France;-21.351.003;-91.386.466;Hail;Under Construction;2;6;Drunk Driving
f44b2f25;1/03/2024;21:21;Paris; France;2.638.838;78.623.522;Hail;Snowy;4;6;Reckless Driving
6cb79240;18/02/2023;20:24;Sydney; Australia;27.181.663;-68.358.227;Hail;Under Construction;4;1;Distracted Driving
c5177e4b;28/12/2023;22:50;Toronto; Canada;-67.119.631;-3.857.091;Snow;Snowy;5;6;Speeding
87b285d9;27/06/2024;18:13;São Paulo; Brazil;35.582.201;3.000.029;Snow;Snowy;2;9;Drunk Driving
b0c3e0b7;12/07/2023;22:19;Beijing; China;-0.356273;64.522.525;Rain;Under Construction;2;9;Distracted Driving
f77a7f2e;12/10/2023;21:27;New York; USA;-85.929.462;-137.369.466;Rain;Snowy;4;10;Speeding
30e87c1f;12/10/2023;7:05;New York; USA;43.589.698;-169.265.899;Snow;Icy;4;9;Distracted Driving
ba3a53d9;18/05/2023;16:01;London; UK;6.831.695;-45.316.483;Storm;Under Construction;1;9;Speeding
f4a5d7fc;30/09/2024;1:59;Sydney; Australia;47.659.052;87.164.488;Storm;Dry;4;0;Mechanical Failure
9c404067;4/10/2024;12:22;Mumbai; India;-75.728.354;-605.986;Rain;Under Construction;5;9;Reckless Driving
ec9e7997;20/12/2024;3:43;Toronto; Canada;-27.233.504;158.901.111;Storm;Snowy;3;4;Mechanical Failure
fa7af6a3;21/08/2023;14:32;Sydney; Australia;781.375;-8.510.418;Clear;Snowy;2;8;Speeding
b8ffa3fc;1/03/2023;19:49;London; UK;-45.544.367;51.887.618;Storm;Wet;5;10;Distracted Driving
5a962906;12/03/2023;16:05;Sydney; Australia;2.844.648;-20.452.934;Fog;Gravel;4;10;Reckless Driving
556f02b7;27/08/2023;12:41;London; UK;-4.465.966;60.454.589;Fog;Dry;4;1;Speeding
833ffdc0;19/11/2023;12:34;Sydney; Australia;79.615.246;-170.130.187;Rain;Under Construction;1;5;Drunk Driving
a309582c;31/08/2024;10:27;São Paulo; Brazil;-82.644.679;-42.134.017;Fog;Under Construction;1;4;Weather Conditions
86698445;6/03/2023;12:07;São Paulo; Brazil;-50.816.499;36.996.624;Clear;Snowy;3;8;Reckless Driving
7646b7c8;10/09/2024;18:25;Mumbai; India;-1.825.368;-3.506.856;Fog;Wet;5;9;Reckless Driving
68004c33;29/12/2023;5:22;São Paulo; Brazil;23.307.389;-144.496.454;Clear;Gravel;1;1;Reckless Driving
e6c09bc9;27/12/2023;16:05;São Paulo; Brazil;-16.762.367;-48.434.839;Fog;Wet;4;6;Reckless Driving
62f05bff;7/06/2023;13:20;Beijing; China;67.175.704;157.329.301;Clear;Wet;4;4;Weather Conditions
624e8b0b;8/09/2023;20:41;London; UK;-24.645.253;-10.955.122;Snow;Snowy;3;7;Speeding
4c0b0f79;4/07/2023;19:13;Sydney; Australia;-9.719.816;173.121.395;Storm;Dry;2;2;Weather Conditions
a4afb991;25/02/2023;22:24;Tokyo; Japan;-0.40428;144.878.977;Fog;Snowy;4;10;Weather Conditions
98f0d2ff;27/12/2023;8:55;Tokyo; Japan;12.175.324;105.263.071;Hail;Snowy;1;4;Mechanical Failure
29b868b0;3/09/2024;19:20;Beijing; China;80.529.767;168.158.195;Clear;Wet;4;5;Weather Conditions
50a13313;4/05/2023;13:36;Mumbai; India;85.199.042;-135.277.162;Clear;Icy;4;4;Mechanical Failure
eff3e976;24/01/2023;3:19;Berlin; Germany;-62.519.849;-27.936.482;Snow;Gravel;2;7;Distracted Driving
0da2024d;3/08/2023;19:39;Mumbai; India;14.627.528;-23.466.502;Hail;Dry;3;0;Speeding
615b13c4;17/07/2023;22:55;Toronto; Canada;89.509.805;-141.675.243;Snow;Snowy;2;6;Weather Conditions
69126d2e;18/05/2024;12:15;São Paulo; Brazil;-8.462.083;66.029.676;Fog;Wet;1;7;Drunk Driving
2f2a8214;3/11/2023;5:06;London; UK;36.177.992;1.318.644;Snow;Under Construction;3;1;Speeding
1b802853;15/10/2024;15:12;London; UK;26.655.968;-86.501.164;Rain;Wet;5;3;Mechanical Failure
f50808fe;4/05/2023;19:16;London; UK;75.645.203;-4.125.933;Clear;Wet;5;3;Distracted Driving
2c754489;13/11/2023;6:41;London; UK;22.758.771;-7.854.736;Clear;Under Construction;4;9;Distracted Driving
fbb3792a;10/12/2023;9:10;Toronto; Canada;73.520.492;158.008.734;Clear;Snowy;4;8;Reckless Driving
81f59a89;4/05/2024;6:56;Paris; France;34.720.089;55.150.261;Rain;Gravel;4;10;Distracted Driving
19cc999e;10/09/2023;10:31;New York; USA;-81.095.559;-29.079.631;Snow;Wet;5;2;Reckless Driving
8aac1aea;21/02/2024;2:25;Beijing; China;306.457;-113.888.283;Hail;Under Construction;3;10;Reckless Driving
74533b17;6/06/2024;1:42;Toronto; Canada;78.669.856;43.863.371;Clear;Icy;5;9;Drunk Driving
7ca11a42;14/01/2023;16:38;Paris; France;31.128.835;4.641.352;Hail;Wet;4;4;Speeding
f9f0c16a;26/02/2023;3:25;New York; USA;52.221.983;-3.839.641;Rain;Under Construction;1;7;Drunk Driving
b55c6238;13/01/2024;19:21;Toronto; Canada;34.877.429;72.450.854;Fog;Gravel;3;8;Weather Conditions
3ce4290c;9/12/2023;7:11;Sydney; Australia;-74.543.073;-115.583.972;Clear;Icy;4;0;Speeding
3d0e4033;12/04/2024;19:23;Paris; France;-31.786.779;73.623.123;Snow;Wet;2;6;Speeding
edbf1a18;28/10/2024;8:28;Toronto; Canada;-44.644.968;43.910.039;Storm;Wet;4;8;Distracted Driving
b7505777;10/01/2023;2:18;Berlin; Germany;-10.048.268;-42.713.185;Fog;Snowy;2;10;Mechanical Failure
510d1e55;12/10/2024;17:02;Mumbai; India;-29.036.676;-83.818.151;Snow;Snowy;4;1;Mechanical Failure
b4a08fb2;24/04/2023;4:40;New York; USA;-86.582.325;8.931.671;Fog;Icy;3;9;Weather Conditions
749fa6cd;10/07/2024;15:31;New York; USA;-56.750.616;154.811.316;Fog;Gravel;5;6;Mechanical Failure
1f71d6a7;27/05/2023;5:14;Tokyo; Japan;-59.719.022;-130.769.378;Hail;Dry;4;3;Mechanical Failure
0bcb8439;6/02/2023;22:28;Beijing; China;72.141.699;-110.252.621;Fog;Dry;2;5;Mechanical Failure
7ef8e383;18/08/2024;16:59;Sydney; Australia;21.714.188;-94.656.388;Snow;Snowy;4;7;Weather Conditions
db5e5358;14/05/2023;20:32;Sydney; Australia;24.085.127;-149.711.701;Clear;Wet;2;3;Speeding
dea99c34;9/02/2024;10:41;Toronto; Canada;44.327.429;-80.047.019;Clear;Dry;2;9;Drunk Driving
1499bee4;3/07/2023;13:29;Mumbai; India;711.755;-46.217.146;Snow;Icy;2;8;Distracted Driving
2b6339ff;5/05/2023;7:52;Sydney; Australia;11.261.584;167.877.841;Snow;Under Construction;1;7;Distracted Driving
d1283f01;19/09/2024;23:03;Toronto; Canada;-14.572.737;20.851.427;Snow;Gravel;3;6;Mechanical Failure
582f15a2;22/12/2024;8:58;Toronto; Canada;74.798.313;-47.435.508;Fog;Wet;2;6;Distracted Driving
738b5710;15/10/2024;14:18;Mumbai; India;-54.912.163;107.435.504;Rain;Icy;1;10;Drunk Driving
250ce7b5;28/05/2023;23:35;Sydney; Australia;-36.035.838;-94.689.355;Rain;Wet;2;6;Drunk Driving
428f8139;1/03/2023;20:55;Beijing; China;-84.901.352;-146.411.675;Rain;Icy;5;7;Mechanical Failure
93778d7c;12/09/2023;2:15;Tokyo; Japan;-71.710.103;147.537.926;Snow;Icy;4;5;Distracted Driving
5c17acd8;14/01/2024;14:30;Tokyo; Japan;-3.392.016;-148.789.467;Hail;Wet;5;4;Weather Conditions
5fc54adc;24/09/2023;20:16;Paris; France;-10.431.242;-177.410.786;Clear;Wet;2;2;Weather Conditions
860f80de;7/01/2023;8:17;Toronto; Canada;-47.240.002;-63.016.988;Snow;Wet;2;4;Drunk Driving
b20f30c9;3/06/2023;7:16;New York; USA;28.724.517;143.620.197;Storm;Under Construction;4;1;Weather Conditions
8a80428e;16/04/2023;12:23;Beijing; China;-86.029.203;28.126.612;Fog;Icy;4;5;Mechanical Failure
d0e2d69e;6/01/2023;18:31;Berlin; Germany;35.599.092;158.341.953;Clear;Gravel;4;3;Speeding
e2be681f;30/06/2024;11:16;London; UK;-1.524.289;151.120.109;Storm;Wet;2;10;Mechanical Failure
00dc77fb;7/07/2024;23:15;Beijing; China;60.683.336;-64.955.578;Fog;Gravel;3;10;Mechanical Failure
41a70271;22/10/2024;3:49;Tokyo; Japan;45.015.988;130.667.985;Snow;Gravel;1;2;Speeding
f6e35ed9;13/05/2024;0:02;Toronto; Canada;-9.276.205;3.159.155;Clear;Wet;5;9;Mechanical Failure
23a66f70;4/12/2023;20:58;São Paulo; Brazil;26.186.412;46.547.812;Hail;Under Construction;3;2;Mechanical Failure
69752818;9/06/2023;1:52;Berlin; Germany;11.585.881;-24.383.554;Clear;Dry;2;3;Speeding
8ff21958;16/05/2024;4:21;New York; USA;76.926.398;-120.864.975;Rain;Dry;3;2;Distracted Driving
8d8be642;18/02/2023;20:52;Sydney; Australia;12.621.922;-63.818.555;Fog;Snowy;1;8;Speeding
1267a08d;1/06/2024;2:05;Mumbai; India;-24.465.144;3.407.011;Hail;Gravel;3;1;Speeding
413958a7;3/03/2023;20:50;Mumbai; India;4.988.438;141.882.602;Fog;Wet;4;9;Weather Conditions
6fc0ce62;10/05/2023;8:37;New York; USA;-27.609.511;88.620.338;Storm;Under Construction;3;6;Weather Conditions
a0ef7cf8;10/07/2024;17:32;New York; USA;42.999.354;41.932.164;Clear;Dry;2;0;Mechanical Failure
d999f2f4;29/11/2023;23:36;Sydney; Australia;65.653.997;62.796.607;Snow;Dry;4;0;Weather Conditions
d6d0a631;12/03/2023;11:45;Tokyo; Japan;-37.567.697;6.487.509;Clear;Icy;4;2;Drunk Driving
b11a608b;6/01/2023;11:41;Berlin; Germany;-7.177.248;16.855.133;Clear;Under Construction;5;2;Weather Conditions
5e567f5c;14/11/2024;19:24;São Paulo; Brazil;51.280.879;-76.629.343;Snow;Snowy;3;0;Mechanical Failure
04701d48;3/06/2023;1:34;London; UK;-1.401.441;112.037.796;Fog;Wet;3;3;Reckless Driving
ba314a48;12/05/2024;15:19;London; UK;-56.567.811;-179.195.169;Snow;Under Construction;3;1;Drunk Driving
7f542c17;26/08/2023;17:51;London; UK;72.512.628;-132.979.586;Snow;Gravel;2;7;Speeding
129bf417;30/01/2024;12:05;São Paulo; Brazil;41.970.978;-168.654.469;Rain;Dry;3;3;Speeding
df2c0097;14/06/2023;11:16;Mumbai; India;-82.886.529;41.867.645;Snow;Snowy;1;6;Reckless Driving
48a8b2a1;24/10/2024;9:55;Mumbai; India;42.279.796;13.777.995;Snow;Dry;1;2;Distracted Driving
7a70fa65;4/05/2024;4:44;Paris; France;45.872.364;-157.402.235;Hail;Gravel;5;5;Mechanical Failure
691f2ea4;17/12/2024;9:00;Tokyo; Japan;80.413.667;-13.870.439;Clear;Snowy;3;7;Mechanical Failure
296d5e94;23/08/2024;11:58;Sydney; Australia;27.148.795;37.079.237;Hail;Snowy;3;6;Reckless Driving
bf09990e;1/09/2024;14:41;Sydney; Australia;-63.222.368;-65.486.695;Clear;Wet;2;4;Mechanical Failure
79cfd053;7/07/2024;3:33;São Paulo; Brazil;6.517.926;-124.262.221;Rain;Gravel;2;8;Weather Conditions
d6a55e6f;1/09/2024;14:27;Paris; France;-42.866.255;-160.476.134;Storm;Wet;3;10;Reckless Driving
9a0b210c;8/10/2023;7:14;New York; USA;-21.475.939;-82.989.123;Fog;Dry;1;5;Drunk Driving
9a0cf67b;8/08/2023;9:18;Berlin; Germany;68.779.491;-61.758.062;Snow;Dry;5;4;Drunk Driving
7901cf3d;8/06/2023;19:16;São Paulo; Brazil;-23.448.261;-167.226.213;Clear;Icy;4;7;Distracted Driving
67f11ba1;7/07/2024;1:34;Paris; France;84.455.803;116.073.694;Clear;Under Construction;3;5;Distracted Driving
99382b24;27/11/2023;9:18;Tokyo; Japan;-62.578.575;66.901.805;Rain;Dry;3;6;Weather Conditions
4abc76c5;26/03/2024;3:51;São Paulo; Brazil;-59.407.123;10.457.936;Fog;Icy;2;5;Distracted Driving
8f0328e3;26/12/2023;10:48;Sydney; Australia;-26.381.622;45.147.253;Fog;Snowy;2;10;Drunk Driving
58c2da69;30/10/2024;21:48;Tokyo; Japan;-71.609.605;-1.462.214;Fog;Dry;5;2;Mechanical Failure
9df381a4;22/01/2023;7:27;New York; USA;-47.246.792;6.075.475;Fog;Under Construction;1;6;Speeding
0b70f2f5;28/11/2023;19:42;London; UK;77.977.366;13.672.807;Rain;Gravel;3;7;Speeding
754184d3;17/06/2024;20:58;Sydney; Australia;73.987.852;-16.399.751;Clear;Dry;5;8;Speeding
6ebf8972;16/07/2023;0:44;New York; USA;17.294.614;24.535.164;Storm;Snowy;3;0;Speeding
c5544735;26/04/2024;9:59;Paris; France;-5.288.538;-68.602.273;Snow;Icy;1;7;Distracted Driving
dc0f921f;13/10/2023;17:27;London; UK;-82.570.233;4.335.946;Storm;Snowy;2;2;Speeding
8381ffb9;1/11/2024;4:34;Berlin; Germany;85.367.287;-145.795.253;Rain;Wet;3;7;Weather Conditions
9bcee4d1;30/05/2024;1:05;Mumbai; India;23.262.632;-42.033.977;Storm;Wet;5;2;Weather Conditions
bcec0fc5;10/07/2023;11:47;Paris; France;8.916.617;-8.608.847;Hail;Wet;2;6;Distracted Driving
ee616292;14/07/2023;11:13;Mumbai; India;13.169.413;132.848.656;Storm;Under Construction;2;1;Speeding
4889642d;7/02/2023;12:48;Mumbai; India;-22.546.826;-92.974.467;Snow;Dry;2;1;Weather Conditions
44414354;16/07/2023;7:39;Berlin; Germany;-331.985;99.031.681;Fog;Snowy;5;10;Distracted Driving
9726099b;21/08/2023;5:25;Tokyo; Japan;44.834.736;-50.912.655;Storm;Dry;4;2;Drunk Driving
31ad8e4a;10/08/2024;6:03;New York; USA;69.352.266;49.908.613;Clear;Dry;2;3;Mechanical Failure
bba993ff;16/07/2023;14:54;São Paulo; Brazil;72.161.411;-9.573.072;Storm;Snowy;3;1;Drunk Driving
504ec3d5;3/03/2023;12:13;Tokyo; Japan;37.424.539;56.465.333;Snow;Snowy;4;8;Drunk Driving
d4b7d520;16/09/2024;2:43;Mumbai; India;-5.177.015;34.736.045;Rain;Dry;5;3;Distracted Driving
e0d5b09d;25/01/2024;11:56;São Paulo; Brazil;-15.428.816;165.427.724;Snow;Snowy;2;5;Distracted Driving
94c2f93d;15/01/2023;6:03;Sydney; Australia;-78.287.623;-171.447.156;Fog;Wet;4;6;Mechanical Failure
acb1ee35;20/01/2024;7:11;New York; USA;-13.179.427;-2.076.249;Hail;Gravel;4;3;Speeding
c302786f;12/11/2024;8:39;Toronto; Canada;-66.435.509;141.273.027;Storm;Icy;5;9;Mechanical Failure
014ec9dd;29/01/2023;2:45;London; UK;-15.735.222;-98.089.071;Hail;Dry;4;10;Mechanical Failure
783b415d;23/11/2024;9:00;São Paulo; Brazil;-14.745.148;-128.216.406;Snow;Dry;5;6;Reckless Driving
c1024d97;6/12/2023;7:56;London; UK;-56.266.323;-34.356.313;Rain;Icy;2;7;Weather Conditions
5bf57344;19/03/2024;1:45;Toronto; Canada;-56.158.339;111.954.905;Storm;Wet;3;6;Mechanical Failure
0d290d4d;28/07/2024;4:53;Tokyo; Japan;32.933.702;122.152.141;Clear;Wet;5;0;Speeding
f237f17e;11/11/2024;11:04;Berlin; Germany;-34.543.157;-18.284.555;Rain;Under Construction;3;0;Weather Conditions
5c0cd2cd;27/10/2024;2:40;São Paulo; Brazil;-1.215.252;152.866.578;Storm;Under Construction;3;10;Drunk Driving
e74f7e14;27/05/2024;0:47;Mumbai; India;-24.069.869;-165.198.657;Fog;Icy;5;10;Reckless Driving
a50b180c;19/04/2024;0:36;Toronto; Canada;76.821.901;-157.457.649;Clear;Icy;4;5;Weather Conditions
1fb169c0;10/07/2024;1:26;São Paulo; Brazil;31.563.749;32.667.406;Fog;Dry;1;9;Reckless Driving
6ff980e1;14/06/2023;10:34;Mumbai; India;1.053.916;62.700.677;Clear;Dry;2;5;Weather Conditions
1910c7db;18/04/2024;1:06;Sydney; Australia;74.171.929;1.316.875;Clear;Dry;4;3;Drunk Driving
6b28308c;19/11/2023;16:03;New York; USA;-88.983.801;124.765.119;Storm;Icy;2;2;Reckless Driving
83647751;30/06/2023;11:41;New York; USA;-23.221.528;16.126.873;Clear;Under Construction;3;4;Speeding
0ea1a6f4;14/11/2024;18:51;London; UK;-77.640.456;30.680.174;Rain;Dry;3;4;Reckless Driving
5d4b2d82;27/10/2023;23:31;Tokyo; Japan;-3.427.427;62.683.272;Clear;Under Construction;2;9;Distracted Driving
7e561aed;28/02/2023;10:49;London; UK;50.463.748;160.023.825;Hail;Dry;1;1;Speeding
45cfea53;2/10/2023;12:16;New York; USA;3.087.022;-118.995.594;Clear;Gravel;2;9;Distracted Driving
ee4a8aad;31/12/2024;3:34;São Paulo; Brazil;-51.982.725;62.582.171;Hail;Under Construction;2;5;Weather Conditions
ebb8b353;14/01/2023;19:31;Beijing; China;17.842.099;-18.452.059;Fog;Icy;4;2;Mechanical Failure
38f80f79;19/11/2024;4:10;Mumbai; India;-6.598.915;-110.095.334;Snow;Dry;2;7;Reckless Driving
df3b194c;1/12/2023;11:36;Paris; France;88.145.358;-117.286.909;Hail;Wet;3;1;Speeding
2b9573c0;20/04/2024;23:20;Mumbai; India;-17.154.354;-56.041.247;Clear;Gravel;1;3;Drunk Driving
4f569638;12/01/2024;6:41;Paris; France;-7.203.349;-11.067.377;Fog;Under Construction;2;9;Reckless Driving
b33fd122;27/06/2023;13:40;São Paulo; Brazil;-82.498.071;-99.724.518;Fog;Gravel;3;1;Distracted Driving
6fc8bcf8;8/08/2024;10:42;London; UK;-56.735.782;17.531.921;Rain;Under Construction;3;1;Drunk Driving
add2618b;23/07/2023;15:31;Paris; France;46.445.688;32.585.627;Rain;Under Construction;2;6;Weather Conditions
c1aaa664;7/07/2023;6:44;Toronto; Canada;-60.326.282;-60.810.036;Storm;Icy;5;9;Drunk Driving
cb464a51;11/05/2024;23:26;Mumbai; India;-57.324.225;88.569.574;Storm;Dry;2;1;Drunk Driving
cf8f9c67;7/11/2024;5:10;Mumbai; India;64.273.005;48.631.223;Rain;Under Construction;1;9;Mechanical Failure
6d7d18e3;29/08/2023;19:55;Mumbai; India;73.701.184;17.866.584;Fog;Gravel;5;8;Speeding
3e065013;29/03/2023;22:50;New York; USA;-89.156.409;56.257.229;Storm;Wet;3;6;Speeding
236bece9;10/04/2023;6:42;Berlin; Germany;-34.700.312;140.101.832;Snow;Dry;3;6;Speeding
5e09cd3f;6/12/2023;12:49;New York; USA;-4.670.898;137.404.564;Fog;Icy;5;5;Mechanical Failure
ec0e27bc;2/03/2023;7:22;Berlin; Germany;70.381.903;153.994.945;Snow;Under Construction;4;9;Weather Conditions
abda4663;14/01/2024;16:19;Sydney; Australia;-40.239.459;-111.454.539;Rain;Icy;5;2;Mechanical Failure
6aa013c7;11/01/2023;15:28;Tokyo; Japan;-24.707.357;-113.525.152;Storm;Gravel;1;2;Weather Conditions
1a90eba4;19/05/2024;17:04;New York; USA;-33.450.288;-160.780.937;Clear;Snowy;3;7;Speeding
4917295f;14/07/2024;13:28;Toronto; Canada;-32.485.266;90.007.733;Fog;Snowy;2;5;Mechanical Failure
fe4e6163;13/08/2023;8:23;Toronto; Canada;-5.759.831;-48.976.251;Clear;Icy;2;1;Mechanical Failure
7c6120b3;11/11/2023;8:19;Berlin; Germany;-64.094.116;3.129.658;Storm;Icy;4;2;Mechanical Failure
112ffa4c;19/10/2024;2:21;Beijing; China;-88.284.295;15.548.605;Hail;Wet;2;6;Mechanical Failure
8854cfd4;30/11/2023;11:07;Mumbai; India;57.297.029;-48.478.359;Storm;Snowy;1;2;Distracted Driving
2329a7c9;26/10/2023;20:42;Beijing; China;920.647;-18.544.673;Hail;Icy;3;2;Drunk Driving
cc249140;24/05/2023;12:36;Berlin; Germany;-21.185.406;83.677.515;Rain;Gravel;3;10;Reckless Driving
e5f9f862;6/08/2024;2:12;Mumbai; India;-45.443.113;-148.018.584;Fog;Under Construction;1;3;Mechanical Failure
649fcc13;29/08/2024;15:53;Mumbai; India;-57.066.011;5.372.971;Fog;Wet;5;10;Mechanical Failure
bac4f67e;5/06/2024;1:19;Tokyo; Japan;46.188.662;-19.203.256;Storm;Wet;1;5;Reckless Driving
626eb50d;11/10/2023;3:32;Berlin; Germany;-6.515.009;45.136.836;Storm;Dry;4;8;Drunk Driving
1ff6ee90;20/12/2023;7:31;Sydney; Australia;-42.370.479;137.800.632;Snow;Dry;5;0;Reckless Driving
fe7ff6d3;16/11/2024;20:57;Paris; France;6.699.612;-91.512.588;Snow;Dry;4;8;Reckless Driving
75ca6e83;11/01/2024;13:09;New York; USA;2.213.305;128.218.134;Clear;Gravel;2;3;Drunk Driving
50836cda;3/07/2024;0:43;Beijing; China;-18.315.945;-112.565.932;Fog;Gravel;3;4;Distracted Driving
7f76203b;18/04/2023;17:49;Sydney; Australia;-14.035.297;-168.122.078;Snow;Icy;5;2;Weather Conditions
1bb44559;16/03/2024;23:11;Beijing; China;-36.367.427;-53.458.017;Clear;Dry;4;7;Speeding
667b18d5;26/09/2023;18:46;Berlin; Germany;58.450.847;-113.618.173;Rain;Icy;5;3;Distracted Driving
c919fe83;18/01/2023;23:47;São Paulo; Brazil;56.404.545;-178.475.306;Clear;Icy;3;6;Distracted Driving
99d4e9a5;10/05/2023;4:27;London; UK;-20.393.873;-156.364.301;Fog;Icy;4;3;Reckless Driving
b352f63a;5/05/2023;8:01;Mumbai; India;36.667.144;-91.484.786;Snow;Under Construction;4;9;Reckless Driving
2f914e92;26/06/2023;4:40;São Paulo; Brazil;-18.041.105;-128.328.449;Clear;Wet;4;2;Drunk Driving
17d60f67;9/06/2024;0:07;São Paulo; Brazil;-16.019.412;102.879.758;Storm;Snowy;4;6;Mechanical Failure
0d0b62a8;19/02/2024;10:27;Tokyo; Japan;55.056.054;102.498.884;Fog;Icy;3;4;Speeding
85dd277b;17/02/2023;2:35;São Paulo; Brazil;-7.112.283;-16.997.967;Fog;Icy;1;4;Drunk Driving
fb1b6db1;31/08/2023;23:52;Tokyo; Japan;6.744.449;162.268.936;Clear;Dry;3;4;Distracted Driving
b19086a6;28/06/2023;0:32;New York; USA;-75.238.712;169.391.771;Fog;Dry;2;2;Mechanical Failure
9dac0dab;8/05/2024;7:58;Mumbai; India;-19.976.942;2.800.687;Fog;Gravel;5;8;Distracted Driving
13074d64;11/09/2024;5:57;New York; USA;26.860.517;-36.328.439;Clear;Wet;4;5;Mechanical Failure
31738949;20/01/2023;7:18;Tokyo; Japan;10.605.765;-57.863.786;Rain;Gravel;3;3;Distracted Driving
3db6e9cf;25/10/2024;6:02;São Paulo; Brazil;61.624.285;164.248.188;Hail;Gravel;4;1;Speeding
ec0db6d3;30/06/2023;19:37;Paris; France;74.929.799;17.896.518;Rain;Under Construction;3;3;Distracted Driving
8b4ed02a;9/03/2023;4:23;Paris; France;-44.364.988;114.356.862;Rain;Dry;2;8;Drunk Driving
4e364259;13/03/2023;14:15;Paris; France;61.786.421;93.044;Rain;Wet;2;5;Reckless Driving
605566f0;25/06/2024;2:02;Mumbai; India;-89.460.649;2.840.434;Hail;Dry;3;2;Reckless Driving
88e151f3;7/02/2023;21:49;Paris; France;949.164;-63.175.705;Clear;Under Construction;2;5;Reckless Driving
868ebcbb;1/10/2024;5:15;São Paulo; Brazil;-35.877.937;-99.665.725;Hail;Wet;1;4;Mechanical Failure
294c505e;19/09/2024;5:03;Sydney; Australia;-5.006.914;87.190.329;Hail;Snowy;4;5;Mechanical Failure
77a35796;26/05/2024;0:17;São Paulo; Brazil;7.301.811;-121.561.814;Rain;Snowy;2;8;Distracted Driving
a7ebf77c;11/11/2024;15:06;Toronto; Canada;-51.446.762;-168.532.663;Clear;Wet;5;2;Distracted Driving
746b42ef;19/04/2024;10:14;Sydney; Australia;38.288.287;-108.851.333;Clear;Gravel;3;1;Reckless Driving
6447d1af;19/03/2024;8:13;Berlin; Germany;54.436.093;-40.353.218;Fog;Gravel;5;7;Reckless Driving
726e6424;10/07/2024;2:32;Mumbai; India;-47.609.343;121.875.978;Storm;Snowy;4;9;Mechanical Failure
eec20cf3;18/09/2024;12:10;São Paulo; Brazil;60.633.588;-6.182.521;Rain;Gravel;2;3;Drunk Driving
95cc0843;17/11/2023;6:28;Mumbai; India;-16.206.781;138.642.404;Rain;Under Construction;2;1;Weather Conditions
edf5e7e2;19/04/2023;4:02;Toronto; Canada;78.120.731;-171.273.889;Rain;Gravel;3;5;Mechanical Failure
91ab763f;10/04/2023;13:02;São Paulo; Brazil;9.613.841;117.028.147;Clear;Gravel;1;7;Distracted Driving
07b7dcec;19/01/2023;11:58;Beijing; China;-6.789.812;38.839.805;Storm;Dry;2;6;Reckless Driving
071177fa;20/02/2023;4:13;London; UK;2.673.058;41.809.252;Snow;Under Construction;3;2;Mechanical Failure
b0f5d867;16/12/2024;2:47;London; UK;76.463.862;1.930.815;Hail;Under Construction;5;0;Weather Conditions
9b041437;13/10/2024;2:32;Mumbai; India;57.318.181;-67.424.123;Clear;Dry;2;0;Weather Conditions
d3ffdd71;20/03/2024;2:20;New York; USA;-74.013.298;108.333.704;Storm;Snowy;4;8;Drunk Driving
c3270131;18/05/2023;5:13;Tokyo; Japan;-58.209.484;-15.755.765;Rain;Dry;3;5;Distracted Driving
845211d2;1/12/2024;1:06;Berlin; Germany;81.994.774;-673.153;Rain;Snowy;1;1;Mechanical Failure
da131706;9/07/2024;9:23;Sydney; Australia;-28.968.239;66.515.924;Snow;Wet;4;5;Speeding
f23d869d;19/04/2023;22:18;Sydney; Australia;1.029.283;2.264.588;Rain;Gravel;2;10;Distracted Driving
b724a278;11/12/2023;16:52;São Paulo; Brazil;40.112.474;11.923.519;Storm;Under Construction;4;2;Reckless Driving
f872f748;14/11/2023;17:30;Mumbai; India;-7.241.142;172.832.395;Storm;Dry;2;9;Drunk Driving
77725b94;24/09/2023;17:30;London; UK;-27.040.827;60.488.575;Storm;Dry;1;2;Speeding
e824be9e;2/02/2024;18:49;Beijing; China;-46.888.794;4.413.162;Storm;Dry;1;4;Drunk Driving
4e5da060;19/10/2024;19:38;Sydney; Australia;34.254.519;-20.752.161;Clear;Wet;2;6;Mechanical Failure
190c365d;3/12/2023;23:47;Toronto; Canada;-29.002.033;-122.970.472;Hail;Gravel;1;8;Speeding
9a410df3;28/02/2023;6:15;London; UK;14.628.965;98.352.611;Hail;Icy;4;3;Reckless Driving
c95d84f9;26/05/2023;14:35;New York; USA;-49.984.546;162.022.799;Storm;Wet;4;2;Mechanical Failure
81a3227e;6/03/2024;17:40;São Paulo; Brazil;-53.004.924;46.466.124;Clear;Dry;3;4;Weather Conditions
d47bbf95;20/05/2024;0:32;São Paulo; Brazil;86.274.843;-18.946.121;Storm;Snowy;1;1;Mechanical Failure
bdca5da0;23/08/2024;10:09;London; UK;-28.798.615;-58.802.592;Hail;Gravel;3;1;Reckless Driving
da90fa71;24/10/2024;23:13;São Paulo; Brazil;89.193.245;-147.410.264;Hail;Snowy;5;3;Speeding
